frame_id,device_timestamp_us,sdk_system_timestamp_us,host_receive_us,bytes,source_gap,soi,sender_accepts,trimmed_bytes,first_eoi_end,last_eoi_end
815,61565780903,1789006432189741,1789006432191166,74076,0,1,1,42459,42459,42459
816,61565814212,1789006432222953,1789006432224518,74076,0,1,1,42397,42397,42397
817,61565847520,1789006432256352,1789006432257743,74076,0,1,1,43010,43010,43010
818,61565880829,1789006432289626,1789006432291058,74076,0,1,1,42544,42544,42544
819,61565914137,1789006432322930,1789006432324595,74076,0,1,1,42464,42464,42464
820,61565947446,1789006432356228,1789006432357658,74076,0,1,1,43279,43279,43279
821,61565980755,1789006432389558,1789006432390973,74076,0,1,1,43183,43183,43183
822,61566014063,1789006432422837,1789006432424343,74076,0,1,1,42453,42453,42453
823,61566047372,1789006432456170,1789006432457688,74076,0,1,1,42616,42616,42616
824,61566080680,1789006432489561,1789006432491214,74076,0,1,1,43520,43520,43520
825,61566113989,1789006432522726,1789006432524167,74076,0,1,1,43268,43268,43268
826,61566147298,1789006432556102,1789006432558236,74076,0,1,1,42530,42530,42530
827,61566180606,1789006432589985,1789006432591399,74076,0,1,1,42450,42450,42450
828,61566213915,1789006432622667,1789006432624220,74076,0,1,1,43053,43053,43053
829,61566247223,1789006432656287,1789006432658313,74076,0,1,1,42362,42362,42362
830,61566280532,1789006432689711,1789006432691971,74076,0,1,1,42593,42593,42593
831,61566313841,1789006432722463,1789006432724452,74076,0,1,1,43220,43220,43220
832,61566347149,1789006432755948,1789006432757426,74076,0,1,1,43274,43274,43274
833,61566380458,1789006432789627,1789006432791724,74076,0,1,1,43345,43345,43345
834,61566413766,1789006432823194,1789006432824881,74076,0,1,1,42505,42505,42505
835,61566447075,1789006432855785,1789006432857393,74076,0,1,1,42477,42477,42477
836,61566480384,1789006432889497,1789006432891606,74076,0,1,1,43293,43293,43293
837,61566513692,1789006432922419,1789006432923899,74076,0,1,1,42438,42438,42438
838,61566547001,1789006432955851,1789006432957361,74076,0,1,1,42487,42487,42487
839,61566580309,1789006432989480,1789006432991300,74076,0,1,1,42444,42444,42444
840,61566613618,1789006433022408,1789006433023851,74076,0,1,1,42386,42386,42386
841,61566646927,1789006433055732,1789006433057156,74076,0,1,1,42038,42038,42038
842,61566680235,1789006433089319,1789006433091248,74076,0,1,1,42610,42610,42610
843,61566713544,1789006433122276,1789006433123833,74076,0,1,1,42590,42590,42590
844,61566746852,1789006433155528,1789006433157224,74076,0,1,1,42842,42842,42842
845,61566780161,1789006433188978,1789006433190398,74076,0,1,1,42496,42496,42496
846,61566813470,1789006433222309,1789006433223811,74076,0,1,1,43142,43142,43142
847,61566846778,1789006433255497,1789006433256910,74076,0,1,1,42369,42369,42369
848,61566880087,1789006433289271,1789006433291389,74076,0,1,1,42555,42555,42555
849,61566913395,1789006433322104,1789006433323591,74076,0,1,1,42445,42445,42445
850,61566946704,1789006433355409,1789006433357074,74076,0,1,1,42653,42653,42653
851,61566980013,1789006433389152,1789006433390922,74076,0,1,1,42539,42539,42539
852,61567013321,1789006433422164,1789006433423577,74076,0,1,1,43280,43280,43280
853,61567046630,1789006433455467,1789006433456898,74076,0,1,1,43227,43227,43227
854,61567079938,1789006433488816,1789006433490941,74076,0,1,1,43397,43397,43397
855,61567113247,1789006433522869,1789006433523828,74076,0,1,1,42414,42414,42414
856,61567146556,1789006433555485,1789006433556886,74076,0,1,1,43211,43211,43211
857,61567179864,1789006433589356,1789006433590947,74076,0,1,1,42637,42637,42637
858,61567213173,1789006433622386,1789006433624062,74076,0,1,1,42565,42565,42565
859,61567246481,1789006433655496,1789006433656911,74076,0,1,1,43336,43336,43336
860,61567279790,1789006433688527,1789006433690961,74076,0,1,1,43295,43295,43295
861,61567313099,1789006433722193,1789006433724301,74076,0,1,1,43193,43193,43193
862,61567346407,1789006433755376,1789006433756716,74076,0,1,1,43197,43197,43197
863,61567379716,1789006433788460,1789006433789895,74076,0,1,1,42552,42552,42552
864,61567413024,1789006433821779,1789006433823330,74076,0,1,1,42465,42465,42465
865,61567446333,1789006433855331,1789006433856695,74076,0,1,1,43349,43349,43349
866,61567479642,1789006433888469,1789006433889793,74076,0,1,1,42469,42469,42469
867,61567512950,1789006433922474,1789006433923779,74076,0,1,1,43203,43203,43203
868,61567546259,1789006433955333,1789006433956661,74076,0,1,1,42421,42421,42421
869,61567579567,1789006433988417,1789006433989849,74076,0,1,1,43027,43027,43027
870,61567612876,1789006434021577,1789006434023988,74076,0,1,1,42552,42552,42552
871,61567646185,1789006434055274,1789006434056578,74076,0,1,1,43167,43167,43167
872,61567679493,1789006434088363,1789006434089688,74076,0,1,1,42588,42588,42588
873,61567712802,1789006434121540,1789006434123612,74076,0,1,1,42520,42520,42520
874,61567746110,1789006434154775,1789006434156571,74076,0,1,1,42510,42510,42510
875,61567779419,1789006434188319,1789006434189727,74076,0,1,1,43191,43191,43191
876,61567812728,1789006434221992,1789006434223410,74076,0,1,1,43254,43254,43254
877,61567846036,1789006434254690,1789006434256317,74076,0,1,1,42393,42393,42393
878,61567879345,1789006434288208,1789006434289655,74076,0,1,1,42477,42477,42477
879,61567912653,1789006434321403,1789006434322871,74076,0,1,1,43139,43139,43139
880,61567945962,1789006434354988,1789006434356382,74076,0,1,1,42413,42413,42413
881,61567979271,1789006434388093,1789006434389613,74076,0,1,1,42576,42576,42576
882,61568012579,1789006434421907,1789006434424015,74076,0,1,1,42130,42130,42130
883,61568045888,1789006434454698,1789006434456133,74076,0,1,1,42534,42534,42534
884,61568079196,1789006434488022,1789006434489436,74076,0,1,1,42995,42995,42995
885,61568112505,1789006434521735,1789006434523697,74076,0,1,1,42499,42499,42499
886,61568145814,1789006434554887,1789006434556250,74076,0,1,1,42359,42359,42359
887,61568179122,1789006434588033,1789006434589628,74076,0,1,1,42454,42454,42454
888,61568212431,1789006434621271,1789006434623453,74076,0,1,1,42365,42365,42365
889,61568245739,1789006434655686,1789006434656869,74076,0,1,1,42493,42493,42493
890,61568279048,1789006434687859,1789006434689277,74076,0,1,1,42287,42287,42287
891,61568312357,1789006434721368,1789006434723375,74076,0,1,1,43184,43184,43184
892,61568345665,1789006434754907,1789006434756480,74076,0,1,1,42455,42455,42455
893,61568378974,1789006434787747,1789006434789184,74076,0,1,1,43219,43219,43219
894,61568412282,1789006434821134,1789006434822587,74076,0,1,1,43064,43064,43064
895,61568445591,1789006434855021,1789006434857099,74076,0,1,1,43256,43256,43256
896,61568478900,1789006434887678,1789006434889264,74076,0,1,1,43506,43506,43506
897,61568512208,1789006434920974,1789006434922501,74076,0,1,1,43189,43189,43189
898,61568545517,1789006434955114,1789006434957792,74076,0,1,1,43440,43440,43440
899,61568578825,1789006434987646,1789006434989075,74076,0,1,1,42625,42625,42625
900,61568612134,1789006435020889,1789006435022479,74076,0,1,1,42398,42398,42398
901,61568645443,1789006435055081,1789006435056146,74076,0,1,1,43296,43296,43296
902,61568678751,1789006435087642,1789006435089134,74076,0,1,1,43044,43044,43044
903,61568712060,1789006435120858,1789006435122410,74076,0,1,1,43028,43028,43028
904,61568745368,1789006435154204,1789006435156221,74076,0,1,1,43151,43151,43151
905,61568778677,1789006435187645,1789006435189260,74076,0,1,1,43101,43101,43101
906,61568811986,1789006435220842,1789006435222210,74076,0,1,1,43062,43062,43062
907,61568845294,1789006435254971,1789006435256095,74076,0,1,1,42321,42321,42321
908,61568878603,1789006435287484,1789006435288958,74076,0,1,1,42446,42446,42446
909,61568911911,1789006435320660,1789006435322263,74076,0,1,1,42370,42370,42370
910,61568945220,1789006435354050,1789006435355695,74076,0,1,1,43391,43391,43391
911,61568978529,1789006435387437,1789006435388872,74076,0,1,1,43107,43107,43107
912,61569011837,1789006435420711,1789006435422271,74076,0,1,1,43246,43246,43246
913,61569045146,1789006435455043,1789006435456795,74076,0,1,1,42355,42355,42355
914,61569078454,1789006435487259,1789006435488763,74076,0,1,1,42365,42365,42365
915,61569111763,1789006435520566,1789006435522156,74076,0,1,1,42625,42625,42625
916,61569145072,1789006435553878,1789006435555728,74076,0,1,1,42551,42551,42551
917,61569178380,1789006435587301,1789006435588842,74076,0,1,1,42642,42642,42642
918,61569211689,1789006435620555,1789006435622095,74076,0,1,1,42229,42229,42229
919,61569244997,1789006435653807,1789006435655350,74076,0,1,1,43064,43064,43064
920,61569278306,1789006435687137,1789006435688632,74076,0,1,1,43026,43026,43026
921,61569311615,1789006435720330,1789006435721907,74076,0,1,1,43315,43315,43315
922,61569344923,1789006435753695,1789006435755370,74076,0,1,1,42543,42543,42543
923,61569378232,1789006435787086,1789006435788954,74076,0,1,1,43275,43275,43275
924,61569411540,1789006435820401,1789006435821888,74076,0,1,1,43235,43235,43235
925,61569444849,1789006435853638,1789006435855274,74076,0,1,1,42535,42535,42535
926,61569478158,1789006435887362,1789006435889346,74076,0,1,1,42478,42478,42478
927,61569511466,1789006435920263,1789006435921835,74076,0,1,1,43217,43217,43217
928,61569544775,1789006435953558,1789006435955158,74076,0,1,1,42563,42563,42563
929,61569578083,1789006435987438,1789006435988968,74076,0,1,1,42477,42477,42477
930,61569611392,1789006436020326,1789006436021827,74076,0,1,1,42557,42557,42557
931,61569644701,1789006436053530,1789006436055085,74076,0,1,1,43515,43515,43515
932,61569678009,1789006436087247,1789006436089218,74076,0,1,1,43298,43298,43298
933,61569711318,1789006436120127,1789006436121680,74076,0,1,1,42499,42499,42499
934,61569744626,1789006436153355,1789006436155221,74076,0,1,1,42404,42404,42404
935,61569777935,1789006436186718,1789006436188581,74076,0,1,1,42435,42435,42435
936,61569811244,1789006436220122,1789006436221552,74076,0,1,1,42519,42519,42519
937,61569844552,1789006436253367,1789006436255109,74076,0,1,1,42457,42457,42457
938,61569877861,1789006436287053,1789006436289152,74076,0,1,1,42418,42418,42418
939,61569911169,1789006436319904,1789006436321511,74076,0,1,1,42440,42440,42440
940,61569944478,1789006436353314,1789006436354821,74076,0,1,1,42479,42479,42479
941,61569977787,1789006436386599,1789006436388414,74076,0,1,1,42538,42538,42538
942,61570011095,1789006436419899,1789006436421701,74076,0,1,1,42468,42468,42468
943,61570044404,1789006436453239,1789006436454814,74076,0,1,1,43265,43265,43265
944,61570077712,1789006436486694,1789006436488796,74076,0,1,1,42694,42694,42694
945,61570111021,1789006436519813,1789006436521326,74076,0,1,1,42487,42487,42487
946,61570144330,1789006436553169,1789006436554525,74076,0,1,1,43074,43074,43074
947,61570177638,1789006436586444,1789006436588201,74076,0,1,1,43127,43127,43127
948,61570210947,1789006436619829,1789006436621300,74076,0,1,1,42581,42581,42581
949,61570244255,1789006436652995,1789006436654553,74076,0,1,1,42586,42586,42586
950,61570277564,1789006436686363,1789006436687990,74076,0,1,1,42529,42529,42529
951,61570310873,1789006436719722,1789006436721186,74076,0,1,1,43075,43075,43075
952,61570344181,1789006436752903,1789006436754354,74076,0,1,1,43158,43158,43158
953,61570377490,1789006436786303,1789006436787794,74076,0,1,1,42692,42692,42692
954,61570410798,1789006436819655,1789006436821169,74076,0,1,1,42567,42567,42567
955,61570444107,1789006436852911,1789006436854401,74076,0,1,1,43078,43078,43078
956,61570477416,1789006436886227,1789006436887773,74076,0,1,1,43228,43228,43228
957,61570510724,1789006436919706,1789006436921396,74076,0,1,1,42546,42546,42546
958,61570544033,1789006436952827,1789006436954352,74076,0,1,1,43265,43265,43265
959,61570577341,1789006436986164,1789006436987721,74076,0,1,1,43276,43276,43276
960,61570610650,1789006437019918,1789006437022044,74076,0,1,1,42560,42560,42560
961,61570643959,1789006437053167,1789006437056414,74076,0,1,1,43218,43218,43218
962,61570677267,1789006437086019,1789006437087460,74076,0,1,1,42440,42440,42440
963,61570710576,1789006437119875,1789006437121891,74076,0,1,1,43281,43281,43281
964,61570743884,1789006437152688,1789006437154263,74076,0,1,1,43148,43148,43148
965,61570777193,1789006437186010,1789006437187461,74076,0,1,1,43228,43228,43228
966,61570810502,1789006437219707,1789006437221845,74076,0,1,1,42469,42469,42469
967,61570843810,1789006437252636,1789006437254198,74076,0,1,1,43299,43299,43299
968,61570877119,1789006437285931,1789006437287382,74076,0,1,1,43202,43202,43202
969,61570910427,1789006437319712,1789006437321778,74076,0,1,1,43329,43329,43329
970,61570943736,1789006437352565,1789006437354141,74076,0,1,1,43164,43164,43164
971,61570977045,1789006437385844,1789006437387371,74076,0,1,1,42505,42505,42505
972,61571010353,1789006437419698,1789006437421244,74076,0,1,1,43238,43238,43238
973,61571043662,1789006437452530,1789006437454016,74076,0,1,1,43079,43079,43079
974,61571076970,1789006437485785,1789006437487288,74076,0,1,1,42543,42543,42543
975,61571110279,1789006437519449,1789006437521830,74076,0,1,1,42529,42529,42529
976,61571143588,1789006437552445,1789006437553970,74076,0,1,1,43139,43139,43139
977,61571176896,1789006437585852,1789006437587205,74076,0,1,1,43236,43236,43236
978,61571210205,1789006437619334,1789006437621458,74076,0,1,1,43193,43193,43193
979,61571243513,1789006437652332,1789006437653889,74076,0,1,1,42359,42359,42359
980,61571276822,1789006437685646,1789006437687111,74076,0,1,1,43162,43162,43162
981,61571310131,1789006437719374,1789006437721418,74076,0,1,1,43145,43145,43145
982,61571343439,1789006437752341,1789006437753724,74076,0,1,1,43079,43079,43079
983,61571376748,1789006437785555,1789006437787064,74076,0,1,1,43223,43223,43223
984,61571410056,1789006437818918,1789006437820469,74076,0,1,1,42419,42419,42419
985,61571443365,1789006437852245,1789006437853661,74076,0,1,1,42605,42605,42605
986,61571476674,1789006437885472,1789006437886912,74076,0,1,1,42635,42635,42635
987,61571509982,1789006437919263,1789006437921228,74076,0,1,1,42519,42519,42519
988,61571543291,1789006437952090,1789006437953592,74076,0,1,1,42510,42510,42510
989,61571576599,1789006437985493,1789006437986890,74076,0,1,1,42640,42640,42640
990,61571609908,1789006438019304,1789006438020936,74076,0,1,1,42596,42596,42596
991,61571643217,1789006438052416,1789006438054480,74076,0,1,1,43073,43073,43073
992,61571676525,1789006438085808,1789006438087980,74076,0,1,1,43341,43341,43341
993,61571709834,1789006438118628,1789006438120134,74076,0,1,1,43278,43278,43278
994,61571743142,1789006438152397,1789006438154143,74076,0,1,1,43246,43246,43246
995,61571776451,1789006438185506,1789006438186781,74076,0,1,1,42287,42287,42287
996,61571809760,1789006438218633,1789006438220067,74076,0,1,1,42409,42409,42409
997,61571843068,1789006438252285,1789006438254307,74076,0,1,1,43050,43050,43050
998,61571876377,1789006438285520,1789006438286883,74076,0,1,1,42443,42443,42443
999,61571909685,1789006438318878,1789006438319937,74076,0,1,1,43259,43259,43259
1000,61571942994,1789006438352250,1789006438354001,74076,0,1,1,43145,43145,43145
1001,61571976303,1789006438385112,1789006438386625,74076,0,1,1,42413,42413,42413
1002,61572009611,1789006438418491,1789006438419912,74076,0,1,1,42522,42522,42522
1003,61572042920,1789006438451828,1789006438453920,74076,0,1,1,43182,43182,43182
1004,61572076228,1789006438485083,1789006438486575,74076,0,1,1,43272,43272,43272
1005,61572109537,1789006438518340,1789006438519685,74076,0,1,1,43166,43166,43166
1006,61572142846,1789006438552108,1789006438553937,74076,0,1,1,42506,42506,42506
1007,61572176154,1789006438585038,1789006438586476,74076,0,1,1,43325,43325,43325
1008,61572209463,1789006438618323,1789006438619646,74076,0,1,1,42577,42577,42577
1009,61572242771,1789006438651973,1789006438654118,74076,0,1,1,42331,42331,42331
1010,61572276080,1789006438684926,1789006438686388,74076,0,1,1,43088,43088,43088
1011,61572309389,1789006438718265,1789006438719719,74076,0,1,1,42548,42548,42548
1012,61572342697,1789006438751525,1789006438753091,74076,0,1,1,43310,43310,43310
1013,61572376006,1789006438784837,1789006438786205,74076,0,1,1,43306,43306,43306
1014,61572409314,1789006438818252,1789006438819691,74076,0,1,1,43264,43264,43264
1015,61572442623,1789006438851438,1789006438852913,74076,0,1,1,43408,43408,43408
1016,61572475932,1789006438884791,1789006438886264,74076,0,1,1,43391,43391,43391
1017,61572509240,1789006438918121,1789006438919543,74076,0,1,1,42534,42534,42534
1018,61572542549,1789006438951768,1789006438953980,74076,0,1,1,42516,42516,42516
1019,61572575857,1789006438984779,1789006438986225,74076,0,1,1,42649,42649,42649
1020,61572609166,1789006439018022,1789006439019472,74076,0,1,1,42519,42519,42519
1021,61572642475,1789006439051712,1789006439053859,74076,0,1,1,43292,43292,43292
1022,61572675783,1789006439084741,1789006439086236,74076,0,1,1,43201,43201,43201
1023,61572709092,1789006439117976,1789006439119345,74076,0,1,1,42515,42515,42515
1024,61572742400,1789006439151822,1789006439153489,74076,0,1,1,42687,42687,42687
1025,61572775709,1789006439184993,1789006439186294,74076,0,1,1,43106,43106,43106
1026,61572809018,1789006439217916,1789006439219234,74076,0,1,1,42500,42500,42500
1027,61572842326,1789006439251202,1789006439252747,74076,0,1,1,42505,42505,42505
1028,61572875635,1789006439285059,1789006439287074,74076,0,1,1,42448,42448,42448
1029,61572908943,1789006439317846,1789006439319176,74076,0,1,1,42553,42553,42553
1030,61572942252,1789006439351103,1789006439352641,74076,0,1,1,42471,42471,42471
1031,61572975561,1789006439385304,1789006439386753,74076,0,1,1,42433,42433,42433
1032,61573008869,1789006439417762,1789006439419119,74076,0,1,1,42531,42531,42531
1033,61573042178,1789006439451085,1789006439452477,74076,0,1,1,42413,42413,42413
1034,61573075486,1789006439484672,1789006439487237,74076,0,1,1,42544,42544,42544
1035,61573108795,1789006439517698,1789006439519140,74076,0,1,1,43177,43177,43177
1036,61573142104,1789006439550974,1789006439552577,74076,0,1,1,43165,43165,43165
1037,61573175412,1789006439584933,1789006439586530,74076,0,1,1,42446,42446,42446
1038,61573208721,1789006439617629,1789006439618989,74076,0,1,1,43199,43199,43199
1039,61573242029,1789006439650922,1789006439653926,74076,0,1,1,42418,42418,42418
1040,61573275338,1789006439684151,1789006439685850,74076,0,1,1,42530,42530,42530
1041,61573308647,1789006439717567,1789006439718927,74076,0,1,1,42671,42671,42671
1042,61573341955,1789006439750876,1789006439752297,74076,0,1,1,42511,42511,42511
1043,61573375264,1789006439784142,1789006439785628,74076,0,1,1,42498,42498,42498
1044,61573408572,1789006439817460,1789006439818732,74076,0,1,1,42518,42518,42518
1045,61573441881,1789006439850706,1789006439852305,74076,0,1,1,43309,43309,43309
1046,61573475190,1789006439884538,1789006439886677,74076,0,1,1,42434,42434,42434
1047,61573508498,1789006439917414,1789006439918815,74076,0,1,1,43341,43341,43341
1048,61573541807,1789006439950702,1789006439952171,74076,0,1,1,43218,43218,43218
1049,61573575115,1789006439984386,1789006439986709,74076,0,1,1,42528,42528,42528
1050,61573608424,1789006440017315,1789006440018505,74076,0,1,1,42636,42636,42636
1051,61573641733,1789006440050523,1789006440052083,74076,0,1,1,42529,42529,42529
1052,61573675041,1789006440084327,1789006440086331,74076,0,1,1,42561,42561,42561
1053,61573708350,1789006440117196,1789006440118480,74076,0,1,1,42526,42526,42526
1054,61573741658,1789006440150599,1789006440152034,74076,0,1,1,43226,43226,43226
1055,61573774967,1789006440183880,1789006440185202,74076,0,1,1,42335,42335,42335
1056,61573808276,1789006440217222,1789006440218939,74076,0,1,1,42555,42555,42555
1057,61573841584,1789006440250487,1789006440251948,74076,0,1,1,43279,43279,43279
1058,61573874893,1789006440284337,1789006440285853,74076,0,1,1,42510,42510,42510
1059,61573908201,1789006440317635,1789006440318736,74076,0,1,1,42667,42667,42667
1060,61573941510,1789006440350409,1789006440351829,74076,0,1,1,42598,42598,42598
1061,61573974819,1789006440383724,1789006440385249,74076,0,1,1,42561,42561,42561
1062,61574008127,1789006440417342,1789006440419668,74076,0,1,1,42705,42705,42705
1063,61574041436,1789006440450346,1789006440451738,74076,0,1,1,43306,43306,43306
1064,61574074744,1789006440483581,1789006440485302,74076,0,1,1,43309,43309,43309
1065,61574108053,1789006440517433,1789006440519554,74076,0,1,1,43206,43206,43206
1066,61574141362,1789006440550258,1789006440551692,74076,0,1,1,43134,43134,43134
1067,61574174670,1789006440583549,1789006440585207,74076,0,1,1,43240,43240,43240
1068,61574207979,1789006440617290,1789006440619403,74076,0,1,1,43187,43187,43187
1069,61574241287,1789006440650258,1789006440651665,74076,0,1,1,42493,42493,42493
1070,61574274596,1789006440683497,1789006440684829,74076,0,1,1,42461,42461,42461
1071,61574307905,1789006440716838,1789006440718418,74076,0,1,1,43234,43234,43234
1072,61574341213,1789006440750154,1789006440751574,74076,0,1,1,42577,42577,42577
1073,61574374522,1789006440783318,1789006440785016,74076,0,1,1,43115,43115,43115
1074,61574407830,1789006440817146,1789006440819182,74076,0,1,1,43112,43112,43112
1075,61574441139,1789006440850064,1789006440851379,74076,0,1,1,42384,42384,42384
1076,61574474448,1789006440883241,1789006440884917,74076,0,1,1,42528,42528,42528
1077,61574507756,1789006440917107,1789006440919180,74076,0,1,1,42506,42506,42506
1078,61574541065,1789006440949920,1789006440951378,74076,0,1,1,43152,43152,43152
1079,61574574373,1789006440983189,1789006440984752,74076,0,1,1,43356,43356,43356
1080,61574607682,1789006441016635,1789006441018080,74076,0,1,1,42690,42690,42690
1081,61574640991,1789006441049951,1789006441051279,74076,0,1,1,42326,42326,42326
1082,61574674299,1789006441083174,1789006441084678,74076,0,1,1,43185,43185,43185
1083,61574707608,1789006441116795,1789006441118879,74076,0,1,1,43177,43177,43177
1084,61574740916,1789006441149713,1789006441151112,74076,0,1,1,43319,43319,43319
1085,61574774225,1789006441183095,1789006441184665,74076,0,1,1,42415,42415,42415
1086,61574807534,1789006441216515,1789006441219990,74076,0,1,1,42473,42473,42473
1087,61574840842,1789006441249764,1789006441251129,74076,0,1,1,43269,43269,43269
1088,61574874151,1789006441283074,1789006441284511,74076,0,1,1,42637,42637,42637
1089,61574907459,1789006441316373,1789006441317887,74076,0,1,1,42485,42485,42485
1090,61574940768,1789006441349909,1789006441351169,74076,0,1,1,42565,42565,42565
1091,61574974077,1789006441383012,1789006441384553,74076,0,1,1,43300,43300,43300
1092,61575007385,1789006441416279,1789006441417711,74076,0,1,1,42546,42546,42546
1093,61575040694,1789006441449869,1789006441451713,74076,0,1,1,43479,43479,43479
1094,61575074002,1789006441482867,1789006441484463,74076,0,1,1,43218,43218,43218
1095,61575107311,1789006441516235,1789006441517736,74076,0,1,1,42647,42647,42647
1096,61575140620,1789006441549934,1789006441551637,74076,0,1,1,42612,42612,42612
1097,61575173928,1789006441583255,1789006441584416,74076,0,1,1,42517,42517,42517
1098,61575207237,1789006441616148,1789006441617657,74076,0,1,1,42527,42527,42527
1099,61575240545,1789006441649941,1789006441651716,74076,0,1,1,43300,43300,43300
1100,61575273854,1789006441682704,1789006441684173,74076,0,1,1,42437,42437,42437
1101,61575307163,1789006441716104,1789006441717490,74076,0,1,1,42637,42637,42637
1102,61575340471,1789006441751425,1789006441752419,74076,0,1,1,43217,43217,43217
1103,61575373780,1789006441782565,1789006441784107,74076,0,1,1,43441,43441,43441
1104,61575407088,1789006441815995,1789006441817518,74076,0,1,1,43331,43331,43331
1105,61575440397,1789006441849707,1789006441852448,74076,0,1,1,43333,43333,43333
1106,61575473706,1789006441882526,1789006441884035,74076,0,1,1,43065,43065,43065
1107,61575507014,1789006441915948,1789006441917456,74076,0,1,1,42641,42641,42641
1108,61575540323,1789006441949648,1789006441951486,74076,0,1,1,42642,42642,42642
1109,61575573631,1789006441982553,1789006441983948,74076,0,1,1,42975,42975,42975
1110,61575606940,1789006442015870,1789006442017290,74076,0,1,1,43275,43275,43275
1111,61575640249,1789006442049181,1789006442050538,74076,0,1,1,42546,42546,42546
1112,61575673557,1789006442082421,1789006442083952,74076,0,1,1,42569,42569,42569
1113,61575706866,1789006442115685,1789006442117272,74076,0,1,1,42645,42645,42645
1114,61575740174,1789006442149110,1789006442150435,74076,0,1,1,43084,43084,43084
1115,61575773483,1789006442182424,1789006442183881,74076,0,1,1,42557,42557,42557
1116,61575806792,1789006442215652,1789006442217303,74076,0,1,1,42588,42588,42588
1117,61575840100,1789006442249320,1789006442251275,74076,0,1,1,42585,42585,42585
1118,61575873409,1789006442282445,1789006442283826,74076,0,1,1,42672,42672,42672
1119,61575906717,1789006442315602,1789006442317184,74076,0,1,1,43080,43080,43080
1120,61575940026,1789006442349407,1789006442350855,74076,0,1,1,42586,42586,42586
1121,61575973335,1789006442382726,1789006442383900,74076,0,1,1,42513,42513,42513
1122,61576006643,1789006442415561,1789006442417252,74076,0,1,1,42522,42522,42522
1123,61576039952,1789006442448912,1789006442450299,74076,0,1,1,43272,43272,43272
1124,61576073260,1789006442482563,1789006442484553,74076,0,1,1,43155,43155,43155
1125,61576106569,1789006442515564,1789006442516954,74076,0,1,1,43253,43253,43253
1126,61576139878,1789006442549043,1789006442551067,74076,0,1,1,43348,43348,43348
1127,61576173186,1789006442582986,1789006442584480,74076,0,1,1,42592,42592,42592
1128,61576206495,1789006442615452,1789006442616836,74076,0,1,1,42656,42656,42656
1129,61576239803,1789006442648754,1789006442650269,74076,0,1,1,43333,43333,43333
1130,61576273112,1789006442682051,1789006442684204,74076,0,1,1,43339,43339,43339
1131,61576306421,1789006442715530,1789006442716886,74076,0,1,1,43335,43335,43335
1132,61576339729,1789006442748610,1789006442749928,74076,0,1,1,42613,42613,42613
1133,61576373038,1789006442781888,1789006442783381,74076,0,1,1,42675,42675,42675
1134,61576406346,1789006442815525,1789006442816818,74076,0,1,1,43299,43299,43299
1135,61576439655,1789006442848584,1789006442850027,74076,0,1,1,42687,42687,42687
1136,61576472964,1789006442882341,1789006442884409,74076,0,1,1,43243,43243,43243
1137,61576506272,1789006442915254,1789006442916679,74076,0,1,1,42711,42711,42711
1138,61576539581,1789006442948451,1789006442950031,74076,0,1,1,42716,42716,42716
1139,61576572889,1789006442982094,1789006442984243,74076,0,1,1,43197,43197,43197
1140,61576606198,1789006443015058,1789006443016569,74076,0,1,1,43241,43241,43241
1141,61576639507,1789006443048504,1789006443049902,74076,0,1,1,43297,43297,43297
1142,61576672815,1789006443081719,1789006443083249,74076,0,1,1,43256,43256,43256
1143,61576706124,1789006443114987,1789006443116559,74076,0,1,1,42593,42593,42593
1144,61576739432,1789006443148300,1789006443149806,74076,0,1,1,42556,42556,42556
1145,61576772741,1789006443182164,1789006443183732,74076,0,1,1,42565,42565,42565
1146,61576806050,1789006443214966,1789006443216747,74076,0,1,1,42485,42485,42485
1147,61576839358,1789006443248340,1789006443249719,74076,0,1,1,42617,42617,42617
1148,61576872667,1789006443281581,1789006443283998,74076,0,1,1,42482,42482,42482
1149,61576905975,1789006443315397,1789006443317738,74076,0,1,1,42512,42512,42512
1150,61576939284,1789006443348208,1789006443349619,74076,0,1,1,43157,43157,43157
1151,61576972593,1789006443381541,1789006443383096,74076,0,1,1,43321,43321,43321
1152,61577005901,1789006443415455,1789006443417070,74076,0,1,1,43397,43397,43397
1153,61577039210,1789006443448147,1789006443449536,74076,0,1,1,43435,43435,43435
1154,61577072518,1789006443481490,1789006443482985,74076,0,1,1,42551,42551,42551
1155,61577105827,1789006443515432,1789006443516794,74076,0,1,1,43256,43256,43256
1156,61577139136,1789006443548006,1789006443549606,74076,0,1,1,42522,42522,42522
1157,61577172444,1789006443581386,1789006443582983,74076,0,1,1,42606,42606,42606
1158,61577205753,1789006443615158,1789006443616838,74076,0,1,1,43389,43389,43389
1159,61577239061,1789006443648018,1789006443649638,74076,0,1,1,42640,42640,42640
1160,61577272370,1789006443681276,1789006443682823,74076,0,1,1,43297,43297,43297
1161,61577305679,1789006443714618,1789006443716458,74076,0,1,1,42505,42505,42505
1162,61577338987,1789006443747873,1789006443749645,74076,0,1,1,42741,42741,42741
1163,61577372296,1789006443781215,1789006443782555,74076,0,1,1,43070,43070,43070
1164,61577405604,1789006443814626,1789006443816301,74076,0,1,1,42482,42482,42482
1165,61577438913,1789006443848047,1789006443849300,74076,0,1,1,42739,42739,42739
1166,61577472222,1789006443881083,1789006443882481,74076,0,1,1,43517,43517,43517
